nct_id,title,phase,status,study_type,enrollment,lead_sponsor,sponsor_class,conditions,interventions,has_results,start_date,primary_completion,matched_term,matched_generic,attributed_term,ambiguous
NCT06482411,Risk Factors Affect Weight Loss Outcomes After Treatment.,NA,COMPLETED,OBSERVATIONAL,3602,E-DA Hospital,OTHER,Weight Regain,,no,2024-06-27,2025-10-22,liraglutide,liraglutide,liraglutide,no
NCT01620463,"Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of Liraglutide in Healthy Japanese Volunteers",PHASE1,COMPLETED,INTERVENTIONAL,32,Novo Nordisk A/S,INDUSTRY,"Diabetes|Diabetes Mellitus, Type 2",liraglutide|placebo,no,2002-12,2003-03,liraglutide,liraglutide,liraglutide,no
NCT04190160,Quality of Life and Fixed-ratio Combination of Insulin Degludec and Liraglutide (iDegLira),NA,COMPLETED,INTERVENTIONAL,35,Stefano Rizza,OTHER,Type2 Diabetes,IDegLira,no,2018-11-19,2019-11-22,liraglutide,liraglutide,liraglutide,no
NCT01755416,Liraglutide Versus Insulin Mono-therapy in the Closed Loop Setting,PHASE2,COMPLETED,INTERVENTIONAL,18,Albert Einstein College of Medicine,OTHER,Type 1 Diabetes,"Closed loop with sensor and Insulin|Closed loop with sensor, Insulin and Liraglutide",yes,2013-01,2015-01,liraglutide,liraglutide,liraglutide,no
NCT02967757,In-market Utilisation of Liraglutide Used for Weight Management in Europe,NA,COMPLETED,OBSERVATIONAL,316,Novo Nordisk A/S,INDUSTRY,Metabolism and Nutrition Disorder|Obesity,liraglutide,no,2016-12-22,2019-05-28,liraglutide,liraglutide,liraglutide,no
NCT03523273,Pilot Study of the Effect of Liraglutide 3.0 mg on Weight Loss and Gastric Functions in Obesity,PHASE2,COMPLETED,INTERVENTIONAL,136,"Michael Camilleri, MD",OTHER,Obesity,Liraglutide|Placebo,yes,2017-11-29,2021-08-31,liraglutide,liraglutide,liraglutide,no
NCT01518101,Vildagliptin Versus Liraglutide - Patient Preference After Receiving Both Medications,PHASE4,COMPLETED,INTERVENTIONAL,62,Novartis Pharmaceuticals,INDUSTRY,Type 2 Diabetes,Vildagliptin/ Metformin|Liraglutide|Metformin,no,2012-01,2012-10,liraglutide,liraglutide,liraglutide,no
NCT03885297,3mg Liraglutide for Overweight or Obesity,NA,COMPLETED,OBSERVATIONAL,43,University Hospitals Coventry and Warwickshire NHS Trust,OTHER,"Overweight|Obesity|Infertility, Female",Saxenda|Lifestyle modification|Metabolomics|miRNA,no,2019-01-18,2020-12-18,liraglutide,liraglutide,liraglutide,no
NCT05705388,POSE2.0 With GLP-1 Agonist for Obesity Management,NA,UNKNOWN,INTERVENTIONAL,50,Emirates Health Services (EHS),OTHER_GOV,Obesity,POSE2.0 Endoscopic Gastric Remodeling|Liraglutide injection,no,2023-01-16,2025-01-03,liraglutide,liraglutide,liraglutide,no
NCT01821846,Investigating the Safety Profile of Liraglutide Under Normal Conditions of Use in Korean Subjects With Type 2 Diabetes Mellitus,NA,COMPLETED,OBSERVATIONAL,64,Novo Nordisk A/S,INDUSTRY,"Diabetes|Diabetes Mellitus, Type 2",liraglutide,no,2013-11-20,2017-03-08,liraglutide,liraglutide,liraglutide,no
NCT02077946,A Retrospective Database Assessment of Clinical Effectiveness in Type 2 Diabetes Patients Treated With Liraglutide From Primary Care Centers in Sweden,NA,COMPLETED,OBSERVATIONAL,1059,Novo Nordisk A/S,INDUSTRY,"Diabetes|Diabetes Mellitus, Type 2",liraglutide|sitagliptin,no,2014-02-10,2014-09-03,liraglutide,liraglutide,liraglutide,no
NCT01128894,A Study to Determine the Efficacy and Safety of Albiglutide as Compared With Liraglutide.,PHASE3,COMPLETED,INTERVENTIONAL,841,GlaxoSmithKline,INDUSTRY,"Diabetes Mellitus, Type 2",albiglutide|liraglutide,yes,2010-05,2011-09,liraglutide,liraglutide,liraglutide,no
NCT01542242,Liraglutide Use in Prader-Willi Syndrome,PHASE4,TERMINATED,INTERVENTIONAL,1,Vancouver General Hospital,OTHER,Diabetes Mellitus Type 2|Prader Willi Syndrome,Liraglutide,no,2012-02,2013-03,liraglutide,liraglutide,liraglutide,no
NCT03260881,Liraglutide Effects on Epicardial Fat Inflammatory Genes,PHASE4,COMPLETED,INTERVENTIONAL,38,University of Miami,OTHER,Type2 Diabetes|Coronary Artery Disease,Liraglutide Pen Injector [Victoza]|matching liraglutide-placebo pre-filled pens,yes,2018-09-01,2024-09-05,liraglutide,liraglutide,liraglutide,no
NCT03151005,The Effect of GLP-1 Agonists Versus OCs on Reproductive Disorders and Cardiovascular Risks in Overweight PCOS,PHASE4,COMPLETED,INTERVENTIONAL,70,Xinqiao Hospital of Chongqing,OTHER,Polycystic Ovary Syndrome (PCOS)|Overweight|Obesity,Metformin-GLP-1 Receptor Agonist|Metformin-Oral Contraceptive(OC),yes,2017-07-01,2021-04-01,liraglutide,liraglutide,liraglutide,no
NCT06408532,The Efficacy and Safety of Insulin Degludec/Liraglutide Combination (IDegLira) in Patients With Type 2 Diabetes,PHASE4,UNKNOWN,INTERVENTIONAL,256,Peking University People's Hospital,OTHER,"Diabetes Mellitus, Type 2",IDegLira|Premixed insulin,no,2024-04-30,2024-10-30,liraglutide,liraglutide,liraglutide,no
NCT02638805,Study of the Safety and Tolerability of Switching to ITCA 650 in Patients With Type 2 Diabetes Receiving Liraglutide,PHASE3,COMPLETED,INTERVENTIONAL,136,Intarcia Therapeutics,INDUSTRY,"Diabetes Mellitus, Type 2",ITCA 650 Osmotic Mini Pump 20/60 mcg/day|ITCA 650 Osmotic Mini Pump 60 mcg/day|Metformin|Liraglutide,no,2015-12,2017-10,liraglutide,liraglutide,liraglutide,no
NCT03010683,"Effects of Agonists of Glucagon Like Peptide - 1 Receptors (GLP-1R) on Arterial Stiffness, Endothelial Glycocalyx and Coronary Flow Reserve in Patients With Coronary Artery Disease and Patients With Diabetes Mellitus",NA,COMPLETED,INTERVENTIONAL,60,University of Athens,OTHER,Type 2 Diabetes Mellitus|Coronary Artery Disease,Liraglutide|Metformin,yes,2015-11,2017-06,liraglutide,liraglutide,liraglutide,no
NCT01628445,Study of Liraglutide in Individuals With Type 2 Diabetes Using Insulin,PHASE3,TERMINATED,INTERVENTIONAL,52,University of Manitoba,OTHER,Type 2 Diabetes,liraglutide|placebo injection,no,2012-08,2015-11,liraglutide,liraglutide,liraglutide,no
NCT03158805,Saxenda® in Obese or Overweight Patients With Stable Bipolar Disorder (Investigator Initiated),PHASE2,COMPLETED,INTERVENTIONAL,60,Lindner Center of HOPE,OTHER,Bipolar Disorder|Obesity,LIRAGLUTIDE|Placebo,yes,2017-04-26,2022-10-11,liraglutide,liraglutide,liraglutide,no
NCT03993132,A Study Using Medical Records of Danish People With Type 2 Diabetes Comparing Empagliflozin and Glucagon-Like Peptide-1 Receptor Agonists (GLP1-RA) in the Occurrence of Serious Cardiovascular Outcomes,NA,COMPLETED,OBSERVATIONAL,26774,Boehringer Ingelheim,INDUSTRY,"Diabetes Mellitus, Type 2",Empagliflozin|Liraglutide,yes,2018-10-01,2022-06-16,liraglutide,liraglutide,liraglutide,no
NCT03466021,Effects of Liraglutide in Chronic Obstructive Pulmonary Disease,PHASE4,COMPLETED,INTERVENTIONAL,40,Claus Bogh Juhl,OTHER,"Pulmonary Disease, Chronic Obstructive",Liraglutide|Placebo,no,2018-01-01,2020-05-31,liraglutide,liraglutide,liraglutide,no
NCT02650206,Effect of Liraglutide (Victoza) on Inflammation in Human Adipose Tissue and Blood,PHASE1,COMPLETED,INTERVENTIONAL,56,Stanford University,OTHER,"Diabetes Mellitus, Type 2|Diabetes Mellitus, Type II|Diabetes Mellitus, Adult-Onset|Inflammation",Victoza (liraglutide) with dietician monitoring|Placebo with dietician monitoring,no,2015-01,2019-09-27,liraglutide,liraglutide,liraglutide,no
NCT02928614,Biomarkers in Obese Patients With Knee Osteoarthritis; Weight Maintenance,PHASE4,COMPLETED,INTERVENTIONAL,150,Henrik Gudbergsen,OTHER,Osteoarthritis|Obesity,Liraglutide 3 mg (Saxenda)|Liraglutide 3 mg placebo,no,2016-11,2019-02,liraglutide,liraglutide,liraglutide,no
NCT03823339,"A Research Study, Looking at How Xultophy® Works in People With Type 2 Diabetes in Local Clinical Practice in United Arab Emirates",NA,COMPLETED,OBSERVATIONAL,300,Novo Nordisk A/S,INDUSTRY,"Diabetes Mellitus, Type 2",Insulin degludec/liraglutide,no,2019-01-29,2020-12-14,liraglutide,liraglutide,liraglutide,no
NCT04196231,Durability of Combination of Insulin and GLP-1 Receptor Agonist or SGLT-2 Inhibitors Versus Basal Bolus Insulin Regimen in Type 2 Diabetes (BEYOND),PHASE4,COMPLETED,INTERVENTIONAL,258,University of Campania Luigi Vanvitelli,OTHER,Type 2 Diabetes,IDegLira|IGlarLixi|Insulin/Canaglifozin|Insulin/Dapaglifozin|Insulin/Empaglifozin|Basal Bolus,no,2019-11-27,2020-09-30,liraglutide,liraglutide,liraglutide,no
NCT02315001,Liraglutide to Improve corONary Haemodynamics During Exercise streSS,PHASE2,COMPLETED,INTERVENTIONAL,26,King's College London,OTHER,Ischaemic Heart Disease|Coronary Heart Disease|Chronic Stable Angina,Liraglutide|Placebo,no,2014-01,2015-03,liraglutide,liraglutide,liraglutide,no
NCT01602913,Type II Diabetes Mellitus in Patients Exposed to Pravastatin and Paroxetine,NA,COMPLETED,OBSERVATIONAL,1,GlaxoSmithKline,INDUSTRY,"Depression, Postpartum",Pravastatin alone|Paroxetine alone|Pravastatin and paroxetine combined,no,2011-12,2012-05,liraglutide,liraglutide,liraglutide,no
NCT02960659,Title: Therapeutic Targets in African-American Youth With Type 2 Diabetes,PHASE1|PHASE2,COMPLETED,INTERVENTIONAL,24,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH,Type 2 Diabetes,Liraglutide|Metformin,yes,2017-05-09,2022-05-20,liraglutide,liraglutide,liraglutide,no
NCT01856790,Effect of Liraglutide on Automated Closed-loop Glucose Control in Type 1 Diabetes,EARLY_PHASE1,COMPLETED,INTERVENTIONAL,15,Jennifer Sherr,OTHER,Type 1 Diabetes,ePID closed loop system|liraglutide,yes,2013-02,2015-11,liraglutide,liraglutide,liraglutide,no
NCT03707171,Effects of Liraglutide on the Cognitive Function in Patients With Type 2 Diabetes Mellitus,PHASE3,COMPLETED,INTERVENTIONAL,30,Third Military Medical University,OTHER,Type 2 Diabetes Mellitus,Liraglutide|placebo,no,2018-10-01,2019-02-01,liraglutide,liraglutide,liraglutide,no
NCT01733758,A Monotherapy Study to Evaluate the Efficacy and Safety of 2 Dose Levels of Albiglutide in Japanese Subjects With Type 2 Diabetes Mellitus (T2DM),PHASE3,COMPLETED,INTERVENTIONAL,494,GlaxoSmithKline,INDUSTRY,"Diabetes Mellitus, Type 2",Albiglutide 30 mg weekly|Albiglutide 50 mg weekly|Placebo|Liraglutide 0.9 mg daily,yes,2013-02,2014-06,liraglutide,liraglutide,liraglutide,no
NCT03856047,Research Study Investigating How Well NNC0174-0833 Works in People Suffering From Overweight or Obesity.,PHASE2,COMPLETED,INTERVENTIONAL,706,Novo Nordisk A/S,INDUSTRY,Overweight|Obesity,NNC0174-0833|Placebo (NNC0174-0833)|Liraglutide 3.0 mg|Placebo (Liraglutide 3.0 mg),yes,2019-03-01,2020-03-02,liraglutide,liraglutide,liraglutide,no
NCT01722227,Anti-diabetic Effects of Liraglutide in Adolescents and Young Subjects With Type 1 Diabetes,PHASE3,WITHDRAWN,INTERVENTIONAL,0,University at Buffalo,OTHER,Type 1 Diabetes,Liraglutide|Placebo,no,2012-11,2017-11,liraglutide,liraglutide,liraglutide,no
NCT02235961,"Investigate Safety, Tolerability and Pharmacokinetics for Single Doses of NNC9204-0530 Alone and in Combination With Liraglutide in Overweight to Obese But Otherwise Healthy Male Subjects",PHASE1,COMPLETED,INTERVENTIONAL,163,Novo Nordisk A/S,INDUSTRY,Metabolism and Nutrition Disorder|Obesity,NNC9204-0530|liraglutide|placebo,no,2014-09-04,2016-07-06,liraglutide,liraglutide,liraglutide,no
NCT01536665,The Effect of Liraglutide Adjunct to Insulin on Glucagon Response to Hypoglycaemia in Subjects With Type 1 Diabetes,PHASE1,COMPLETED,INTERVENTIONAL,45,Novo Nordisk A/S,INDUSTRY,"Diabetes|Diabetes Mellitus, Type 1",liraglutide|placebo,no,2012-02,2012-08,liraglutide,liraglutide,liraglutide,no
NCT02647944,Pilot Study of the Effect of Liraglutide on Weight Loss and Gastric Functions in Obesity,PHASE2,COMPLETED,INTERVENTIONAL,40,Mayo Clinic,OTHER,Obesity,Liraglutide|Placebo,yes,2015-12-18,2016-12-30,liraglutide,liraglutide,liraglutide,no
NCT02765399,"The Effect of Liraglutide Treatment on Postprandial Chylomicron and VLDL Kinetics, Liver Fat and de Novo Lipogenesis",PHASE4,COMPLETED,INTERVENTIONAL,23,Helsinki University Central Hospital,OTHER,Type 2 Diabetes,Liraglutide|Placebo,yes,2015-02-01,2019-02-28,liraglutide,liraglutide,liraglutide,no
NCT02205528,A Study of Once-Daily NNC0090-2746 in Participants With Type 2 Diabetes Inadequately Controlled With Metformin,PHASE2,COMPLETED,INTERVENTIONAL,108,Novo Nordisk A/S,INDUSTRY,Diabetes|Diabetes Mellitus Type 2,Liraglutide|Metformin|Placebo|NNC0090-2746,no,2014-08-18,2015-09-15,liraglutide,liraglutide,liraglutide,no
NCT03087032,Liraglutide-bolus vs Glargine-bolus Therapy in Overweight/Obese Type 2 Diabetes Patients (LiraGooD),PHASE4,RECRUITING,INTERVENTIONAL,164,The First Affiliated Hospital of Xiamen University,OTHER,Type 2 Diabetes Patients|Overweight and Obesity|Hyperglycaemia (Diabetic),Liraglutide|insulin glargine,no,2019-01-10,2025-01-15,liraglutide,liraglutide,liraglutide,no
NCT03421119,Comparing Efficacy and Safety of CinnaGen-liraglutide Versus Victoza® in Patients With Type II Diabetes,PHASE3,UNKNOWN,INTERVENTIONAL,300,Cinnagen,INDUSTRY,"Diabetes Mellitus, Type 2",Liraglutide 6 MG/ML Pen Injector|Metformin|Sulfonylurea/non-sulfonylurea insulin secretagogues,no,2019-06-20,2019-12-01,liraglutide,liraglutide,liraglutide,no
NCT01363609,Effects of Glucagon Like Peptide-1(GLP-1) and Liraglutide on Brain Satiety and Reward Circuits and Feeding Behavior in Diabetes,NA,COMPLETED,INTERVENTIONAL,50,"Amsterdam UMC, location VUmc",OTHER,Obesity|Type 2 Diabetes,Liraglutide treatment 12 weeks|insulin glargine treatment|GLP-1 receptor antagonist,no,2011-10,2015-01,liraglutide,liraglutide,liraglutide,no
NCT06925334,A Study Comparing Degu Insulin Liraglutide Injection With Premixed Insulin on the Prognosis of Diabetes Mellitus,PHASE4,ENROLLING_BY_INVITATION,INTERVENTIONAL,170,Beijing Tsinghua Chang Gung Hospital,OTHER,Type 2 Diabetic Patients,Degludec insulin,no,2024-05-20,2025-12-31,liraglutide,liraglutide,liraglutide,no
NCT02150707,The Differential Effects of Diabetes Therapy on Inflammation,NA,COMPLETED,OBSERVATIONAL,17,University College Dublin,OTHER,Diabetic Nephropathy|Type 2 Diabetes,Dipeptidyl-Peptidase IV Inhibitors|Glucagon-Like Peptide 1,no,2014-05,2015-12,liraglutide,liraglutide,liraglutide,no
NCT01664247,The Effect of Insulin Degludec in Combination With Liraglutide and Metformin in Subjects With Type 2 Diabetes Qualifying for Treatment Intensification,PHASE3,COMPLETED,INTERVENTIONAL,346,Novo Nordisk A/S,INDUSTRY,"Diabetes|Diabetes Mellitus, Type 2",insulin degludec|placebo|liraglutide,yes,2012-10-01,2013-12-31,liraglutide,liraglutide,liraglutide,no
NCT07374445,Research on Timing of Liraglutide Therapy in Patients With Obesity After Metabolic Surgery,PHASE4,COMPLETED,INTERVENTIONAL,100,The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School,OTHER,Obesity|Weight Loss|Bariatric Surgery,Liraglutide injection|Diet and exercise guidelines,no,2023-09-01,2025-06-01,liraglutide,liraglutide,liraglutide,no
NCT02456428,Incretin-based Drugs and the Risk of Heart Failure,NA,COMPLETED,OBSERVATIONAL,1499650,"Canadian Network for Observational Drug Effect Studies, CNODES",OTHER,Type 2 Diabetes Mellitus,DPP-4 inhibitors|GLP-1 analogs|Insulins|Biguanides|Sulfonylureas|Thiazolidinediones|Alpha-glucosidase inhibitors|Meglitinides,no,2014-03,2015-05,liraglutide,liraglutide,liraglutide,no
NCT02918279,Effect of Liraglutide for Weight Management in Pubertal Adolescent Subjects With Obesity,PHASE3,COMPLETED,INTERVENTIONAL,251,Novo Nordisk A/S,INDUSTRY,Metabolism and Nutrition Disorder|Obesity,Liraglutide|Placebo,yes,2016-09-29,2019-02-14,liraglutide,liraglutide,liraglutide,no
NCT02577848,GLP-1 on Non-ST-Segment Elevation Myocardial Infarction,NA,UNKNOWN,INTERVENTIONAL,90,Chinese PLA General Hospital,OTHER,Myocardial Infarction,GLP-1|Placebo,no,2015-10,2016-10,liraglutide,liraglutide,liraglutide,no
NCT01795248,The Impact of Liraglutide on Glucose Tolerance and the Risk of Type 2 Diabetes in Women With Previous Pregnancy-induced Diabetes,PHASE4,COMPLETED,INTERVENTIONAL,105,Tina Vilsboll,OTHER,Gestational Diabetes Mellitus,Liraglutide|Placebo,no,2012-07,2019-09,liraglutide,liraglutide,liraglutide,no
NCT02911948,A Double-blinded Trial Comparing the Efficacy and Safety of Insulin Degludec/Liraglutide and Insulin Degludec Both in Combination With Metformin in Japanese Subjects With Type 2 Diabetes Mellitus Inadequately Controlled With Basal or Pre-mix/Combination Insulin Therapy and Oral Anti-diabetic Drugs,PHASE3,COMPLETED,INTERVENTIONAL,210,Novo Nordisk A/S,INDUSTRY,"Diabetes|Diabetes Mellitus, Type 2",Insulin degludec/liraglutide|Insulin degludec,yes,2016-09-21,2017-11-17,liraglutide,liraglutide,liraglutide,no
NCT02931370,Ultrasound of the Knee in Obese Patients With Knee Osteoarthritis; Weight Loss,NA,COMPLETED,OBSERVATIONAL,200,Henrik Gudbergsen,OTHER,Osteoarthritis|Obesity,Dietary Supplement: Intensive dietary intervention,no,2016-11,2019-02,liraglutide,liraglutide,liraglutide,no
NCT01388361,Comparison of the Efficacy and Safety of Two Intensification Strategies in Subjects With Type 2 Diabetes Inadequately Controlled on Basal Insulin and Metformin,PHASE3,COMPLETED,INTERVENTIONAL,413,Novo Nordisk A/S,INDUSTRY,"Diabetes|Diabetes Mellitus, Type 2",insulin degludec|insulin aspart|liraglutide,yes,2011-09,2012-07,liraglutide,liraglutide,liraglutide,no
NCT00395746,Effect of Liraglutide in Combination With Sulfonylurea (SU) on Blood Glucose Control in Subjects With Type 2 Diabetes,PHASE3,COMPLETED,INTERVENTIONAL,264,Novo Nordisk A/S,INDUSTRY,"Diabetes|Diabetes Mellitus, Type 2",sulfonylurea|liraglutide|liraglutide,yes,2006-10,2007-10,liraglutide,liraglutide,liraglutide,no
NCT02016846,Liraglutide Efficacy on Glucocorticoid Induced Hyperglycemia in Patients High Risk for Diabetes,PHASE3,UNKNOWN,INTERVENTIONAL,36,Rabin Medical Center,OTHER,Glucocorticoid Induced Hyperglycemia,Liraglutide|Placebo,no,2014-01,2015-01,liraglutide,liraglutide,liraglutide,no
NCT05294536,A Pharmacokinetic Study Comparing the Liraglutide Injection (RD12014) and Victoza® in Healthy Chinese Subjects,PHASE1,COMPLETED,INTERVENTIONAL,50,"Sunshine Lake Pharma Co., Ltd.",INDUSTRY,Type 2 Diabetes,"Liraglutide injection,RD12014|Liraglutide injection,Victoza",no,2020-06-22,2020-07-20,liraglutide,liraglutide,liraglutide,no
NCT01394341,Liraglutide Treatment to Patients With Severe Renal Insufficiency,PHASE4,COMPLETED,INTERVENTIONAL,40,Bo Feldt-Rasmussen,OTHER,Type 2 Diabetes Mellitus|End-stage Renal Disease,Liraglutide,no,2011-09,2013-10,liraglutide,liraglutide,liraglutide,no
NCT01399645,Study of Liraglutide Versus Insulin on Liver Fat Fraction in Patients With Type 2 Diabetes,PHASE2,COMPLETED,INTERVENTIONAL,35,Centre hospitalier de l'Université de Montréal (CHUM),OTHER,Nonalcoholic Fatty Liver Disease|Nonalcoholic Steatohepatitis|Type 2 Diabetes,Liraglutide-metformin vs insulin-metformin,no,2011-05,2014-06,liraglutide,liraglutide,liraglutide,no
NCT02324842,Effect of Combined Incretin-Based Therapy Plus Canagliflozin on Glycemic Control and the Compensatory Rise in Hepatic Glucose Production in Type 2 Diabetic Patients,NA,COMPLETED,INTERVENTIONAL,45,The University of Texas Health Science Center at San Antonio,OTHER,Type 2 Diabetes Mellitus,Canagliflozin|Liraglutide,yes,2014-11,2018-03-28,liraglutide,liraglutide,liraglutide,no
NCT01722266,Liraglutide in the Treatment of Type 1 Diabetes Mellitus,PHASE3,COMPLETED,INTERVENTIONAL,72,University at Buffalo,OTHER,Type 1 Diabetes,Liraglutide|Placebo,yes,2012-11-01,2014-04-01,liraglutide,liraglutide,liraglutide,no
NCT03520062,The Effect of Liraglutide on Pancreatic Hormones and Its Size,NA,COMPLETED,INTERVENTIONAL,14,Nicolai Jacob Wewer Albrechtsen,OTHER,Obesity,Liraglutide (Saxenda) 6Mg/Ml Inj Pen 3Ml,no,2017-08-15,2019-04-30,liraglutide,liraglutide,liraglutide,no
NCT02928471,Multi-parametric Imaging of the Knee in Obese Patients With Knee Osteoarthritis; Weight Loss,NA,COMPLETED,OBSERVATIONAL,200,Henrik Gudbergsen,OTHER,Osteoarthritis|Obesity,Intensive dietary intervention,no,2016-11,2019-02,liraglutide,liraglutide,liraglutide,no
NCT04763564,Efficacy of Liraglutide Therapy in Patients With IPAA,PHASE2,TERMINATED,INTERVENTIONAL,8,"University of North Carolina, Chapel Hill",OTHER,Pouchitis|Irritable Pouch Syndrome,Liraglutide Pen Injector|Placebo Pen Injector,yes,2022-03-22,2023-10-16,liraglutide,liraglutide,liraglutide,no
NCT01974544,Prevention and Treatment Of Diabetes Complications With Gastric Surgery or Intensive Medicines,NA,UNKNOWN,INTERVENTIONAL,150,Pontificia Universidad Catolica de Chile,OTHER,Type 2 Diabetes,Best medical treatment|gastric bypass|sleeve gastrectomy|General interventions for all groups: blood presure|General interventions for all groups: dysilipidemia|General interventions for all groups: lifestyle,no,2013-05,2015-12,liraglutide,liraglutide,liraglutide,no
NCT03862716,Remission Evaluation of a Metabolic Intervention for Type 2 Diabetes With IDegLira,PHASE3,COMPLETED,INTERVENTIONAL,159,Population Health Research Institute,OTHER,Type 2 Diabetes Mellitus,IDegLira|insulin degludec|Metformin|Lifestyle Therapy,no,2019-04-23,2022-06-15,liraglutide,liraglutide,liraglutide,no
NCT06438146,LIROH - Liraglutide for Obesity in HIV,PHASE4,UNKNOWN,INTERVENTIONAL,40,Brigham and Women's Hospital,OTHER,Obesity|HIV Infections,Liraglutide,no,2024-05-02,2025-05,liraglutide,liraglutide,liraglutide,no
NCT02650596,Effects of GLP-1 on Chronic Heart Failure,NA,UNKNOWN,INTERVENTIONAL,68,Shi Yang,OTHER,Heart Failure,GLP-1|Placebo,no,2016-01,2018-02,liraglutide,liraglutide,liraglutide,no
NCT00761540,To Investigate the Blood Concentration of Liraglutide as Well as the Effects on Glucose and Insulin After 21 Days of Daily Subcutaneous Injections of Liraglutide or Placebo,PHASE1,COMPLETED,INTERVENTIONAL,37,Novo Nordisk A/S,INDUSTRY,Diabetes|Healthy,liraglutide|placebo|liraglutide|placebo|liraglutide|placebo,no,2008-10,2008-12,liraglutide,liraglutide,liraglutide,no
NCT01919489,Liraglutide Hospital Discharge Trial,PHASE4,COMPLETED,INTERVENTIONAL,273,Emory University,OTHER,Type 2 Diabetes,Liraglutide + OADs|Glargine + OADs,yes,2014-03,2020-08-30,liraglutide,liraglutide,liraglutide,no
NCT06865365,Preoperative Use of Liraglutide Additionally to Common Dietological Measures as Opposed to Dietological Measures Alone,PHASE4,NOT_YET_RECRUITING,INTERVENTIONAL,72,Medical University of Vienna,OTHER,"Obesity, Adolescent","Liraglutide daily (0.6-3.0mg, highest tolerable dose) additional to dietological measures and lifestyle optimization suggestions|Dietologic measures and lifestyle optimization for weight loss",no,2025-05-01,2027-02-01,liraglutide,liraglutide,liraglutide,no
NCT02417103,Pretreatment of Patients Expecting Bariatric Surgery With the GLP-1 Analogon Liraglutid,PHASE3,TERMINATED,INTERVENTIONAL,2,Universitätsklinikum Hamburg-Eppendorf,OTHER,Obesity,GLP-1 (Liraglutide)|Placebo,no,2011-12,2016-09,liraglutide,liraglutide,liraglutide,no
NCT01836523,The Efficacy and Safety of Liraglutide as Adjunct Therapy to Insulin in the Treatment of Type 1 Diabetes,PHASE3,COMPLETED,INTERVENTIONAL,1398,Novo Nordisk A/S,INDUSTRY,"Diabetes|Diabetes Mellitus, Type 1",liraglutide|placebo|liraglutide|placebo|liraglutide|placebo,yes,2013-11,2015-06,liraglutide,liraglutide,liraglutide,no
NCT02889510,Study to Assess the Efficacy of Liraglutide in Patients With Type 2 Diabetes Mellitus,PHASE3,COMPLETED,INTERVENTIONAL,76,"Lecube, Albert, M.D.",INDIV,Type 2 Diabetes,liraglutide|placebo,yes,2016-10-04,2019-11-18,liraglutide,liraglutide,liraglutide,no
NCT01319240,Safety and Tolerability of Insulin Degludec/Liraglutide (A3) in Healthy Subjects,PHASE1,COMPLETED,INTERVENTIONAL,24,Novo Nordisk A/S,INDUSTRY,Diabetes|Healthy,insulin degludec|insulin degludec/liraglutide|liraglutide,no,2011-03,2011-05,liraglutide,liraglutide,liraglutide,no
NCT01620489,Efficacy and Safety of Liraglutide Versus Placebo as add-on to Existing Diabetes Medication in Subjects With Type 2 Diabetes and Moderate Renal Impairment,PHASE3,COMPLETED,INTERVENTIONAL,279,Novo Nordisk A/S,INDUSTRY,"Diabetes|Diabetes Mellitus, Type 2",liraglutide|placebo,yes,2012-06-14,2013-08-20,liraglutide,liraglutide,liraglutide,no
NCT01592279,GLP-1 Analogue Treatment in Uncontrolled Type 1 Diabetic Patients,PHASE4,UNKNOWN,INTERVENTIONAL,124,Hadassah Medical Organization,OTHER,Uncontrolled Type 1 Diabetic Patients,liraglutide|Insulin injections,no,2012-06,2014-06,liraglutide,liraglutide,liraglutide,no
NCT01226966,Observational Study on Efficacy and Safety of Liraglutide in Subjects With Type 2 Diabetes,NA,COMPLETED,OBSERVATIONAL,3152,Novo Nordisk A/S,INDUSTRY,"Diabetes|Diabetes Mellitus, Type 2",liraglutide,no,2010-09,2013-11,liraglutide,liraglutide,liraglutide,no
NCT02783196,Effect of Liraglutide on Clock Genes,NA,UNKNOWN,INTERVENTIONAL,14,Tel Aviv University,OTHER,Type 2 Diabetes,Liraglutide|Placebo,no,2016-07,2016-12,liraglutide,liraglutide,liraglutide,no
NCT01973231,Efficacy and Safety of Liraglutide Versus Lixisenatide as add-on to Metformin in Subjects With Type 2 Diabetes,PHASE4,COMPLETED,INTERVENTIONAL,404,Novo Nordisk A/S,INDUSTRY,"Diabetes|Diabetes Mellitus, Type 2",liraglutide|lixisenatide,yes,2013-10,2014-11,liraglutide,liraglutide,liraglutide,no
NCT03371862,Liraglutide on Decreasing Parenteral Support in Short Bowel Patients (SLIPS),PHASE2,WITHDRAWN,INTERVENTIONAL,0,Imperial College London,OTHER,Short Bowel Syndrome,Liraglutide Pen Injector [Victoza],no,2017-10-20,2020-08-06,liraglutide,liraglutide,liraglutide,no
NCT06217848,"The Effect of GLP-1 Agonist in Patients With Hypothalamic Obesity: Prospective, Pilot Study",EARLY_PHASE1,UNKNOWN,INTERVENTIONAL,50,Seoul National University Hospital,OTHER,Panhypopituitarism|Craniopharyngioma|Hypothalamic Obesity,Saxenda,no,2022-11-28,2024-02-08,liraglutide,liraglutide,liraglutide,no
